Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Chen, S., Zhang, S., Zheng, X., Ruan, X.","35728449100;57205476625;56504205400;35173545500;","Layered adaptive compression design for efficient data collection in industrial wireless sensor networks",2019,"Journal of Network and Computer Applications","129",,,"37","45",,27,"10.1016/j.jnca.2019.01.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060132907&doi=10.1016%2fj.jnca.2019.01.002&partnerID=40&md5=6583af86cbc51b57ccc7c1f5eb0c6194",Article,"Final","",Scopus,2-s2.0-85060132907
"Xu, F., Zhang, J., Jin, M., Huang, S., Fang, T.","57200689140;55949391900;57202362540;55844853700;57200687276;","Chimera states and synchronization behavior in multilayer memristive neural networks",2018,"Nonlinear Dynamics","94","2",,"775","783",,27,"10.1007/s11071-018-4393-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048038854&doi=10.1007%2fs11071-018-4393-9&partnerID=40&md5=5e2b8684e4a6f3fdef02bf9e655f3408",Article,"Final","",Scopus,2-s2.0-85048038854
"Manfredi, S., Di Tucci, E., Latora, V.","7004764756;55213891100;7003540219;","Mobility and Congestion in Dynamical Multilayer Networks with Finite Storage Capacity",2018,"Physical Review Letters","120","6","068301","","",,27,"10.1103/PhysRevLett.120.068301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041804488&doi=10.1103%2fPhysRevLett.120.068301&partnerID=40&md5=32898268e308616d86ee5778974347c4",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85041804488
"Vaiana, M., Muldoon, S.F.","57200166443;56203271400;","Multilayer Brain Networks",2020,"Journal of Nonlinear Science","30","5",,"2147","2169",,26,"10.1007/s00332-017-9436-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040015080&doi=10.1007%2fs00332-017-9436-8&partnerID=40&md5=80f439e6f3765540d5dea132879038f7",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85040015080
"Zhang, J., Guan, M., Wang, Q., Zhang, J., Zhou, T., Sun, X.","56295386400;57216838700;56048180400;23483288800;55820671800;55727869600;","Single-cell transcriptome-based multilayer network biomarker for predicting prognosis and therapeutic response of gliomas",2020,"Briefings in Bioinformatics","21","3",,"1080","1097",,26,"10.1093/bib/bbz040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084921474&doi=10.1093%2fbib%2fbbz040&partnerID=40&md5=9a8a4deda100358973dffe13eff9ca64",Article,"Final","",Scopus,2-s2.0-85084921474
"Li, Q., Dong, S., Mostafavi, A.","57209808281;56559131800;57202661272;","Modeling of inter-organizational coordination dynamics in resilience planning of infrastructure systems: A multilayer network simulation framework",2019,"PLoS ONE","14","11","e0224522","","",,26,"10.1371/journal.pone.0224522","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074928775&doi=10.1371%2fjournal.pone.0224522&partnerID=40&md5=06988c78110c973e7cd2054da1cf3f77",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85074928775
"Wee, C.-Y., Liu, C., Lee, A., Poh, J.S., Ji, H., Qiu, A.","7003756944;13006678300;57145468200;55925129900;56152358600;35868417900;","Cortical graph neural network for AD and MCI diagnosis and transfer learning across populations",2019,"NeuroImage: Clinical","23",,"101929","","",,26,"10.1016/j.nicl.2019.101929","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068578703&doi=10.1016%2fj.nicl.2019.101929&partnerID=40&md5=b2a15747749349ab4509a45c02010b48",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85068578703
"Guo, Y., Jiao, L., Wang, S., Wang, S., Liu, F.","56434766900;7102491544;55940463600;57191711749;56182993400;","Fuzzy sparse autoencoder framework for single image per person face recognition",2018,"IEEE Transactions on Cybernetics","48","8",,"2402","2415",,26,"10.1109/TCYB.2017.2739338","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028703072&doi=10.1109%2fTCYB.2017.2739338&partnerID=40&md5=b2823a324a1d837b8f9a368291b29724",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85028703072
"Szyrkowiec, T., Santuari, M., Chamania, M., Siracusa, D., Autenrieth, A., Lopez, V., Cho, J., Kellerer, W.","56023728000;56483192500;24544599900;36242339500;55926823100;8682312900;57201639201;6603240774;","Automatic intent-based secure service creation through a multilayer SDN network orchestration",2018,"Journal of Optical Communications and Networking","10","4",,"289","297",,26,"10.1364/JOCN.10.000289","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045421173&doi=10.1364%2fJOCN.10.000289&partnerID=40&md5=c9f3f2170532eae5cc904a6276a2aadd",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85045421173
"Telesford, Q.K., Ashourvan, A., Wymbs, N.F., Grafton, S.T., Vettel, J.M., Bassett, D.S.","39262558900;57212832727;6507860353;35463856500;6506702696;15047396100;","Cohesive network reconfiguration accompanies extended training",2017,"Human Brain Mapping","38","9",,"4744","4759",,26,"10.1002/hbm.23699","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021378792&doi=10.1002%2fhbm.23699&partnerID=40&md5=f1eb8eaefe5e42630c2fd661fdab0bbe",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85021378792
"Della Rossa, F., Pecora, L., Blaha, K., Shirin, A., Klickstein, I., Sorrentino, F.","37123718500;7005178558;54382936000;57193884855;57193883156;57203233721;","Symmetries and cluster synchronization in multilayer networks",2020,"Nature Communications","11","1","3179","","",,25,"10.1038/s41467-020-16343-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086789188&doi=10.1038%2fs41467-020-16343-0&partnerID=40&md5=23dbd1f17dfb5e1b947cdb12fb180dae",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85086789188
"McGee, F., Ghoniem, M., Melançon, G., Otjacques, B., Pinaud, B.","9040105500;8261997800;6602144904;6505591960;12243201600;","The State of the Art in Multilayer Network Visualization",2019,"Computer Graphics Forum","38","6",,"125","149",,25,"10.1111/cgf.13610","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063638574&doi=10.1111%2fcgf.13610&partnerID=40&md5=60b58a4dbf10b34294eb785da3e4298c",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85063638574
"Buldú, J.M., Porter, M.A.","6602820274;7201468248;","Frequency-based brain networks: From a multiplex framework to a full multilayer description",2018,"Network Neuroscience","2","4",,"418","441",,25,"10.1162/netn_a_00033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047396026&doi=10.1162%2fnetn_a_00033&partnerID=40&md5=f23115a43f13aedeb9a43df25029b82b",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85047396026
"García-Callejas, D., Molowny-Horas, R., Araújo, M.B.","56703467100;6507696132;7202962622;","Multiple interactions networks: towards more realistic descriptions of the web of life",2018,"Oikos","127","1",,"5","22",,25,"10.1111/oik.04428","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029748682&doi=10.1111%2foik.04428&partnerID=40&md5=f046673294fcbde94eac2c41f6875f5b",Article,"Final","",Scopus,2-s2.0-85029748682
"Wang, D., Wang, H., Zou, X.","57092331700;57194564909;7203047857;","Identifying key nodes in multilayer networks based on tensor decomposition",2017,"Chaos","27","6","063108","","",,25,"10.1063/1.4985185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020927309&doi=10.1063%2f1.4985185&partnerID=40&md5=d5713f4b395b3e9ae64aee98e2e80147",Article,"Final","",Scopus,2-s2.0-85020927309
"Martinez, R., Mayoral, A., Vilalta, R., Casellas, R., Munoz, R., Pachnicke, S., Szyrkowiec, T., Autenrieth, A.","55926814100;55960851400;6701800953;24342919100;14032184500;6602650040;56023728000;55926823100;","Integrated SDN/NFV orchestration for the dynamic deployment of mobile virtual backhaul networks over a multilayer (packet/optical) aggregation infrastructure",2017,"Journal of Optical Communications and Networking","9","2","7858117","A135","A142",,25,"10.1364/JOCN.9.00A135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013478510&doi=10.1364%2fJOCN.9.00A135&partnerID=40&md5=6355f7a45aaf892c762cc9eaafadafb9",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85013478510
"Najari, S., Salehi, M., Ranjbar, V., Jalili, M.","57208704529;24462191200;57212961021;22035084800;","Link prediction in multiplex networks based on interlayer similarity",2019,"Physica A: Statistical Mechanics and its Applications","536",,"120978","","",,24,"10.1016/j.physa.2019.04.214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065593135&doi=10.1016%2fj.physa.2019.04.214&partnerID=40&md5=47aab83c9cc64e0b2d49fbaff72547c2",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85065593135
"Ji, X., Chen, D., Zheng, Y., Shen, J., Guo, S., Harkin-Jones, E.","57213987091;57194612146;57072003100;23098451000;7403650215;7003685847;","Multilayered assembly of poly(vinylidene fluoride) and poly(methyl methacrylate) for achieving multi-shape memory effects",2019,"Chemical Engineering Journal","362",,,"190","198",,24,"10.1016/j.cej.2019.01.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059679843&doi=10.1016%2fj.cej.2019.01.016&partnerID=40&md5=5d6df3c2325e9ed3b9447ae79a44c437",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85059679843
"Jiang, J., Zhou, T.","57192916153;55820671800;","Resource control of epidemic spreading through a multilayer network",2018,"Scientific Reports","8","1","1629","","",,24,"10.1038/s41598-018-20105-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041098811&doi=10.1038%2fs41598-018-20105-w&partnerID=40&md5=4d64aa8271a91a001670557e0247098e",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85041098811
"Berner, R., Sawicki, J., Schöll, E.","57211488287;57193667181;7005391660;","Birth and Stabilization of Phase Clusters by Multiplexing of Adaptive Networks",2020,"Physical Review Letters","124","8","088301","","",,23,"10.1103/PhysRevLett.124.088301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082099437&doi=10.1103%2fPhysRevLett.124.088301&partnerID=40&md5=17b2632f09b5bbee9f4e6227ecf488c0",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85082099437
"Lydon-Staley, D.M., Ciric, R., Satterthwaite, T.D., Bassett, D.S.","57192085863;57190392076;18537988600;15047396100;","Evaluation of confound regression strategies for the mitigation of micromovement artifact in studies of dynamic resting-state functional connectivity and multilayer network modularity",2019,"Network Neuroscience","3","2",,"427","454",,23,"10.1162/netn_a_00071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073057938&doi=10.1162%2fnetn_a_00071&partnerID=40&md5=2ba6dd6c7b2a13559cba373cefddc4d6",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85073057938
"Interdonato, R., Tagarelli, A., Ienco, D., Sallaberry, A., Poncelet, P.","55926436900;7004259889;25027558600;24830653800;7005829745;","Local community detection in multilayer networks",2017,"Data Mining and Knowledge Discovery","31","5",,"1444","1479",,23,"10.1007/s10618-017-0525-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022055126&doi=10.1007%2fs10618-017-0525-y&partnerID=40&md5=27312d78d9b26faa26bef39eb4adfaf3",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85022055126
"Ding, R., Ujang, N., Hamid, H.B., Manan, M.S.A., Li, R., Wu, J.","56982456600;23567247000;36133244700;57193580379;57191847304;56424134200;","Heuristic urban transportation network design method, a multilayer coevolution approach",2017,"Physica A: Statistical Mechanics and its Applications","479",,,"71","83",,23,"10.1016/j.physa.2017.02.051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015096807&doi=10.1016%2fj.physa.2017.02.051&partnerID=40&md5=f44a4f32da1dbd1961601996fa37b887",Article,"Final","",Scopus,2-s2.0-85015096807
"Pan, L., Wang, W., Cai, S., Zhou, T.","36572297100;56948517000;12759993600;56449913600;","Optimal interlayer structure for promoting spreading of the susceptible-infected-susceptible model in two-layer networks",2019,"Physical Review E","100","2","022316","","",,22,"10.1103/PhysRevE.100.022316","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072100130&doi=10.1103%2fPhysRevE.100.022316&partnerID=40&md5=48e7eff9a691957c42528281b9850d79",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85072100130
"Basaras, P., Iosifidis, G., Katsaros, D., Tassiulas, L.","55649580800;24821181700;7005894738;36562504600;","Identifying influential spreaders in complex multilayer networks: A centrality perspective",2019,"IEEE Transactions on Network Science and Engineering","6","1","8114211","31","45",,22,"10.1109/TNSE.2017.2775152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035792742&doi=10.1109%2fTNSE.2017.2775152&partnerID=40&md5=52e2f48f316dfbeb66011febbc9c12cf",Article,"Final","",Scopus,2-s2.0-85035792742
"Wang, T., Cao, J., Lai, X., Chen, B.","57193515024;35274436100;12545697200;16177239100;","Deep Weighted Extreme Learning Machine",2018,"Cognitive Computation","10","6",,"890","907",,22,"10.1007/s12559-018-9602-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054297224&doi=10.1007%2fs12559-018-9602-9&partnerID=40&md5=5528fbeeb3b9a12ab470b3c9f75fe286",Article,"Final","",Scopus,2-s2.0-85054297224
"Zhang, Y., Nishikawa, T., Motter, A.E.","57194571577;35956711600;6701853261;","Asymmetry-induced synchronization in oscillator networks",2017,"Physical Review E","95","6","062215","","",,22,"10.1103/PhysRevE.95.062215","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020898165&doi=10.1103%2fPhysRevE.95.062215&partnerID=40&md5=af87949b9d82b22c27eb04d4a1e46499",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85020898165
"Blaha, K.A., Huang, K., Della Rossa, F., Pecora, L., Hossein-Zadeh, M., Sorrentino, F.","54382936000;57194202388;37123718500;7005178558;14121006900;57203233721;","Cluster Synchronization in Multilayer Networks: A Fully Analog Experiment with LC Oscillators with Physically Dissimilar Coupling",2019,"Physical Review Letters","122","1","014101","","",,21,"10.1103/PhysRevLett.122.014101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059829990&doi=10.1103%2fPhysRevLett.122.014101&partnerID=40&md5=f36d6a0dd4af21efe895f33e3d9f9dfb",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85059829990
"Liu, W., Suzumura, T., Ji, H., Hu, G.","57200697133;6603022117;57201733905;23389094600;","Finding overlapping communities in multilayer networks",2018,"PLoS ONE","13","4","e0188747","","",,21,"10.1371/journal.pone.0188747","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045988128&doi=10.1371%2fjournal.pone.0188747&partnerID=40&md5=81d088ace3b24db5172d39421439f1ae",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85045988128
"Wang, D., Zou, X.","57092331700;7203047857;","A new centrality measure of nodes in multilayer networks under the framework of tensor computation",2018,"Applied Mathematical Modelling","54",,,"46","63",,21,"10.1016/j.apm.2017.07.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038213602&doi=10.1016%2fj.apm.2017.07.012&partnerID=40&md5=d2f751d6f10c0140f92372e0dd8448f7",Article,"Final","",Scopus,2-s2.0-85038213602
"Amelio, A., Pizzuti, C.","37120005500;6701593553;","Evolutionary Clustering for Mining and Tracking Dynamic Multilayer Networks",2017,"Computational Intelligence","33","2",,"181","209",,21,"10.1111/coin.12074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955279749&doi=10.1111%2fcoin.12074&partnerID=40&md5=67ac683024f4a486301ce452abcf9484",Article,"Final","",Scopus,2-s2.0-84955279749
"Bianconi, G.","6701555846;","Epidemic spreading and bond percolation on multilayer networks",2017,"Journal of Statistical Mechanics: Theory and Experiment","2017","3","034001","","",,21,"10.1088/1742-5468/aa5fd8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016489974&doi=10.1088%2f1742-5468%2faa5fd8&partnerID=40&md5=6202417a2480a50db3b801920b59fdd3",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85016489974
"Weir, W.H., Emmons, S., Gibson, R., Taylor, D., Mucha, P.J.","57195759974;57190287259;57195755875;24722343100;7004946624;","Post-processing partitions to identify domains of modularity optimization",2017,"Algorithms","10","3","93","","",,21,"10.3390/a10030093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029754290&doi=10.3390%2fa10030093&partnerID=40&md5=acece25d5a5a28bba144ca28da470564",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85029754290
"Turalska, M., Burghardt, K., Rohden, M., Swami, A., D'Souza, R.M.","8961792000;57164656600;55332742500;7006645443;15724297700;","Cascading failures in scale-free interdependent networks",2019,"Physical Review E","99","3","032308","","",,20,"10.1103/PhysRevE.99.032308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064071447&doi=10.1103%2fPhysRevE.99.032308&partnerID=40&md5=9c75272611366131701093e710f305c9",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85064071447
"Gracia-Lázaro, C., Hernández, L., Borge-Holthoefer, J., Moreno, Y.","26322440600;7201643107;36011530300;7004893698;","The joint influence of competition and mutualism on the biodiversity of mutualistic ecosystems",2018,"Scientific Reports","8","1","9253","","",,20,"10.1038/s41598-018-27498-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048811991&doi=10.1038%2fs41598-018-27498-8&partnerID=40&md5=f31333212e79da1d3f43b7912f1003cb",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85048811991
"Rahmede, C., Iacovacci, J., Arenas, A., Bianconi, G.","16639308200;56380583800;7006307933;6701555846;","Centralities of nodes and influences of layers in large multiplex networks",2018,"Journal of Complex Networks","6","5",,"733","752",,20,"10.1093/comnet/cnx050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055561571&doi=10.1093%2fcomnet%2fcnx050&partnerID=40&md5=7a9fdc44b2d1a43adeef75d11412c2e4",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85055561571
